id,serial,relate,sex,age,birth_pl,nchild,eldch,marst,fams
15204,6210443,3,1,30,Ireland,0,99,Single,5
15205,6442427,3,2,20,Ireland,0,99,Single,4
15206,6296609,2,2,48,Germany,1,12,Married,3
15207,6316121,1,1,55,US,2,30,Married,5
15208,6290621,3,2,7,US,0,99,Single,9
15209,6413567,2,2,30,Ireland,1,1,Married,3
15210,6359187,1,1,23,Germany,1,0,Married,3
15211,6358515,1,1,43,Germany,3,20,Married,5
15212,6306480,3,2,6,US,0,99,Single,9
15213,6320902,2,2,31,Germany,3,10,Married,5
15214,6324274,5,2,70,US,1,38,Divorced/widowed,4
15215,6328423,1,2,44,US,3,20,Divorced/widowed,4
15216,6255695,1,1,50,Germany,3,23,Married,5
15217,6268826,3,2,15,US,0,99,Single,4
15218,6201925,12,1,31,UK,0,99,Single,1
15219,6437643,1,1,60,Germany,5,27,Married,7
15220,6411283,12,2,15,US,0,99,Single,2
15221,6387615,2,2,52,Ireland,3,26,Married,5
15222,6411097,12,2,16,Germany,0,99,Single,1
15223,6474429,3,2,24,Ireland,0,99,Single,8
15224,6358891,9,1,8,US,0,99,Single,4
15225,6358004,2,2,52,Germany,4,22,Married,6
15226,6283100,2,2,34,Germany,6,28,Married,8
15227,6268193,9,1,16,US,0,99,Single,4
15228,6425491,1,1,26,Ireland,0,99,Married,2
15229,6219549,3,2,12,US,0,99,Single,4
15230,6448184,3,1,2,US,0,99,Single,5
15231,6256771,3,2,8,US,0,99,Single,10
15232,6297955,3,2,6,Germany,0,99,Single,5
15233,6475714,3,2,8,Ireland,0,99,Single,5
15234,6387298,3,1,19,US,0,99,Single,6
15235,6402543,3,1,13,US,0,99,Single,5
15236,6219170,3,2,17,US,0,99,Single,7
15237,6257508,2,2,48,Others,6,18,Married,8
15238,6389748,3,1,3,US,0,99,Single,11
15239,6372863,3,2,1,US,0,99,Single,7
15240,6429357,2,2,54,Germany,6,32,Married,8
15241,6461210,2,2,48,US,3,23,Married,9
15242,6368277,3,1,23,Ireland,0,99,Single,6
15243,6474521,3,1,14,Ireland,0,99,Single,10
15244,6444978,2,2,33,US,5,14,Married,7
15245,6201232,2,2,19,US,1,1,Married,3
15246,6444097,2,2,33,Ireland,7,11,Married,9
15247,6217565,1,1,31,US,0,99,Married,2
15248,6381100,1,2,39,Germany,2,13,Divorced/widowed,3
15249,6460805,3,2,6,US,0,99,Single,4
15250,6314848,3,2,16,US,0,99,Single,4
15251,6453821,3,2,2,US,0,99,Single,4
15252,6399513,3,2,27,US,0,99,Single,3
15253,6394763,1,1,40,Ireland,4,9,Married,7
15254,6399220,1,1,50,Ireland,6,22,Married,8
15255,6258616,10,2,25,US,0,99,Single,6
15256,6305032,10,2,2,US,0,99,Single,8
15257,6301218,3,1,14,Germany,0,99,Single,10
15258,6335440,12,1,27,Germany,0,99,Single,1
15259,6342449,2,2,33,Germany,0,99,Married,2
15260,6199313,12,1,26,Germany,0,99,Married,1
15261,6474368,10,1,55,US,0,99,Single,5
15262,6225659,2,2,55,US,4,50,Married,6
15263,6262888,1,2,50,UK,0,99,Divorced/widowed,3
15264,6235453,3,1,3,US,0,99,Single,6
15265,6214568,1,1,60,Ireland,4,16,Married,6
15266,6395712,12,2,22,UK,0,99,Single,1
15267,6435602,3,2,25,US,0,99,Single,4
15268,6389784,3,1,2,US,0,99,Single,10
15269,6370755,3,2,32,Others,0,99,Single,10
15270,6390836,2,2,24,Ireland,0,99,Married,2
15271,6281399,3,1,21,Others,0,99,Single,4
15272,6323621,3,1,3,US,0,99,Single,7
15273,6297883,1,1,22,Others,1,0,Married,3
15274,6354623,3,1,24,US,0,99,Single,7
15275,6377358,3,2,3,US,0,99,Single,4
15276,6208602,3,2,24,US,0,99,Single,4
15277,6468142,3,1,24,US,0,99,Single,5
15278,6360450,3,1,30,UK,0,99,Single,7
15279,6257384,1,2,43,Germany,0,99,Divorced/widowed,1
15280,6275908,3,2,2,US,0,99,Single,4
15281,6244661,3,2,15,US,0,99,Single,3
15282,6315788,2,2,24,Others,0,99,Married,2
15283,6446805,7,1,48,Ireland,0,99,Single,11
15284,6203688,3,2,11,US,0,99,Single,8
15285,6357683,1,2,30,US,1,13,Divorced/widowed,3
15286,6282342,3,1,25,US,0,99,Single,5
15287,6473879,3,2,22,US,0,99,Single,7
15288,6324215,3,2,21,US,0,99,Single,6
15289,6361021,3,2,4,US,0,99,Single,5
15290,6305817,1,1,50,Ireland,2,18,Divorced/widowed,3
15291,6297870,2,2,48,Ireland,1,8,Married,3
15292,6466960,3,2,19,US,0,99,Single,8
15293,6423230,3,2,15,US,0,99,Single,3
15294,6312816,7,1,29,US,0,99,Single,6
15295,6277626,3,1,21,US,0,99,Single,2
15296,6402944,2,2,42,US,8,28,Married,11
15297,6260050,1,1,41,Germany,1,5,Married,3
15298,6409619,1,1,9,US,0,99,Single,1
15299,6395165,12,2,27,Germany,0,99,Single,1
15300,6420394,1,2,32,Ireland,0,99,Married,1
15301,6241339,2,2,50,Ireland,8,28,Married,14
15302,6433701,3,2,0,US,0,99,Single,8
15303,6277276,3,2,11,US,0,99,Single,5
15304,6266319,3,1,7,US,0,99,Single,12
15305,6302141,3,2,17,US,0,99,Single,6
15306,6348074,1,1,28,Others,2,4,Married,4
15307,6275110,1,1,32,Others,5,10,Married,7
15308,6237760,10,2,65,Ireland,0,99,Divorced/widowed,9
15309,6308966,1,1,30,US,0,99,Married,2
15310,6457376,13,2,42,UK,0,99,Divorced/widowed,1
15311,6355902,3,2,3,US,0,99,Single,7
15312,6325594,3,1,6,US,0,99,Single,7
15313,6468375,1,1,38,Germany,5,12,Married,9
15314,6466095,3,1,27,US,0,99,Single,7
15315,6402050,3,1,11,US,0,99,Single,10
15316,6364926,1,1,36,Ireland,4,11,Married,6
15317,6237183,1,1,60,Ireland,2,18,Divorced/widowed,3
15318,6274673,2,2,20,Others,0,99,Married,2
15319,6273150,12,1,25,US,0,99,Single,1
15320,6391464,2,2,42,Ireland,4,22,Married,7
15321,6316001,12,2,30,US,0,99,Single,1
15322,6407133,2,2,48,Germany,5,24,Married,7
15323,6246226,2,2,31,Germany,4,8,Married,6
15324,6450804,1,1,77,Ireland,0,99,Divorced/widowed,1
15325,6317295,3,2,25,US,0,99,Single,3
15326,6247787,3,1,2,US,0,99,Single,8
15327,6238135,3,1,17,US,0,99,Single,5
15328,6267319,12,1,28,US,0,99,Single,1
15329,6471338,3,2,34,US,0,99,Single,3
15330,6322597,3,2,14,US,0,99,Single,9
15331,6441959,1,1,55,US,7,16,Married,11
15332,6432714,3,2,3,US,0,99,Single,6
15333,6205239,12,1,32,US,0,99,Married,1
15334,6257129,2,2,28,Germany,0,99,Married,2
15335,6462369,3,2,14,US,0,99,Single,11
15336,6413274,3,1,21,US,0,99,Single,10
15337,6404913,2,2,25,Ireland,7,13,Married,9
15338,6276661,12,1,23,Others,0,99,Single,1
15339,6400370,2,2,40,Germany,4,19,Married,6
15340,6382920,3,1,2,US,0,99,Single,9
15341,6212775,2,2,30,Ireland,4,9,Married,6
15342,6225748,2,2,55,Ireland,0,99,Married,2
15343,6254305,3,2,9,US,0,99,Single,3
15344,6330083,3,1,2,US,0,99,Single,5
15345,6296134,2,2,35,Others,1,17,Married,3
15346,6296210,3,1,4,US,0,99,Single,5
15347,6385208,3,1,17,US,0,99,Married,9
15348,6443946,2,2,30,Germany,1,14,Married,5
15349,6407999,3,1,5,US,0,99,Single,9
15350,6266126,1,2,52,US,0,99,Single,4
15351,6400730,10,2,17,US,0,99,Single,6
15352,6269585,3,2,17,US,0,99,Single,8
15353,6367557,3,2,7,US,0,99,Single,6
15354,6245743,1,2,48,Italy,0,99,Married,1
15355,6294965,3,2,20,US,0,99,Single,6
15356,6323843,3,1,3,US,0,99,Single,4
15357,6338145,2,2,28,Ireland,0,99,Married,2
15358,6352407,3,2,15,US,0,99,Single,3
15359,6416637,3,1,20,US,0,99,Single,7
15360,6360569,3,2,13,US,0,99,Single,9
15361,6274641,3,1,14,US,0,99,Single,7
15362,6350143,1,1,41,Ireland,0,99,Married,3
15363,6409100,1,1,16,US,0,99,Single,1
15364,6367142,3,2,0,US,0,99,Single,6
15365,6322039,3,2,23,UK,0,99,Single,9
15366,6216072,12,1,38,Italy,0,99,Married,1
15367,6464423,13,1,16,US,0,99,Single,1
15368,6325777,3,1,21,US,0,99,Single,3
15369,6447274,3,2,3,US,0,99,Single,3
15370,6285310,7,2,45,Others,0,99,Divorced/widowed,8
15371,6333201,6,2,82,US,1,56,Divorced/widowed,6
15372,6320621,3,1,26,US,1,1,Married,4
15373,6437843,1,1,38,Germany,2,8,Married,5
15374,6225513,3,1,17,US,0,99,Single,7
15375,6399096,3,1,1,US,0,99,Single,5
15376,6379499,3,2,16,UK,0,99,Single,2
15377,6386754,7,2,43,Others,0,99,Divorced/widowed,6
15378,6347888,2,2,29,US,1,5,Married,3
15379,6454638,3,1,1,US,0,99,Single,4
15380,6321891,3,1,19,US,0,99,Single,4
15381,6320555,2,2,36,Germany,5,12,Married,7
15382,6363111,3,2,40,Ireland,1,21,Single,3
15383,6251803,1,1,32,US,3,10,Married,7
15384,6447375,2,2,38,Germany,1,22,Married,5
15385,6230050,1,1,23,US,0,99,Single,1
15386,6394362,3,1,11,US,0,99,Single,6
15387,6234471,3,1,15,US,0,99,Single,5
15388,6222910,2,2,23,UK,1,1,Married,3
15389,6325882,12,1,28,US,0,99,Single,1
15390,6285631,3,2,3,US,0,99,Single,3
15391,6474104,1,1,38,US,4,19,Married,6
15392,6325856,2,2,43,Ireland,4,24,Married,6
15393,6228569,12,2,22,US,0,99,Single,1
15394,6219871,3,2,4,US,0,99,Single,8
15395,6425873,12,2,44,Germany,0,99,Single,1
15396,6384269,3,2,26,US,0,99,Single,6
15397,6315875,4,1,39,Others,0,99,Single,9
15398,6314481,12,2,18,US,0,99,Single,3
15399,6214727,12,1,60,US,0,99,Single,1
15400,6403741,1,1,45,Ireland,2,14,Married,4
15401,6253496,3,1,0,US,0,99,Single,6
15402,6394654,3,1,12,US,0,99,Single,4
15403,6239411,1,1,28,Ireland,0,99,Married,2
15404,6336603,9,2,1,US,0,99,Single,9
15405,6268512,1,1,35,US,0,99,Single,7
15406,6338159,1,1,32,Germany,3,8,Married,5
15407,6339606,3,1,4,US,0,99,Single,6
15408,6329587,8,1,30,US,0,99,Single,8
15409,6248022,7,1,26,Others,0,99,Single,4
15410,6392855,3,1,2,US,0,99,Single,6
15411,6264953,3,2,10,US,0,99,Single,7
15412,6476691,3,2,15,US,0,99,Single,9
15413,6314595,12,2,31,Ireland,0,99,Single,1
15414,6212711,3,1,0,US,0,99,Single,8
15415,6289161,5,2,96,Ireland,1,42,Divorced/widowed,3
15416,6404898,2,2,45,Germany,7,20,Married,9
15417,6286961,3,1,15,US,0,99,Single,5
15418,6474427,1,1,39,US,2,6,Married,5
15419,6348031,3,1,20,US,0,99,Single,4
15420,6466765,3,2,11,US,0,99,Single,8
15421,6229416,12,1,34,US,0,99,Single,1
15422,6209335,3,1,30,Ireland,0,99,Single,4
15423,6315377,2,2,36,US,1,10,Married,5
15424,6337533,2,2,52,Ireland,3,23,Married,5
15425,6428319,8,2,35,Ireland,0,99,Single,8
15426,6423964,2,2,48,Others,2,21,Married,4
15427,6367169,3,2,11,US,0,99,Single,8
15428,6286432,1,1,28,Ireland,2,5,Married,4
15429,6313326,3,1,9,US,0,99,Single,7
15430,6211281,1,1,30,US,3,6,Married,5
15431,6457897,2,2,36,US,4,10,Married,6
15432,6372758,3,1,2,US,0,99,Single,5
15433,6310307,1,2,60,Others,1,30,Divorced/widowed,2
15434,6342836,2,2,36,Ireland,5,13,Married,7
15435,6330832,3,2,4,US,0,99,Single,7
15436,6296533,3,1,19,US,0,99,Single,7
15437,6444273,2,2,30,Germany,4,15,Married,6
15438,6303284,1,2,62,Others,2,21,Divorced/widowed,3
15439,6341434,3,1,6,US,0,99,Single,5
15440,6447097,3,1,1,US,0,99,Single,3
15441,6215689,2,2,47,Italy,3,18,Married,5
15442,6292125,3,2,18,US,0,99,Single,8
15443,6358380,2,2,50,Ireland,6,30,Married,8
15444,6403083,1,1,62,Germany,0,99,Married,2
15445,6340027,3,1,5,US,0,99,Single,7
15446,6408020,3,1,2,US,0,99,Single,4
15447,6351953,9,2,4,US,0,99,Single,6
15448,6396368,1,2,65,US,0,99,Divorced/widowed,1
15449,6457852,13,1,27,US,0,99,Single,1
15450,6271392,2,2,40,US,3,30,Married,6
15451,6248147,2,2,33,Ireland,1,12,Married,3
15452,6243942,4,2,28,US,0,99,Married,5
15453,6301180,1,1,25,US,0,99,Married,3
15454,6325358,1,1,32,Germany,5,11,Married,7
15455,6361744,3,2,7,Germany,0,99,Single,6
15456,6261815,9,1,17,US,0,99,Single,9
15457,6388088,2,2,42,US,5,24,Married,7
15458,6346875,3,2,18,US,0,99,Single,8
15459,6284662,3,1,3,US,0,99,Single,6
15460,6468745,3,2,24,US,0,99,Married,5
15461,6237832,1,1,50,Ireland,4,15,Married,6
15462,6422639,13,1,41,UK,0,99,Single,1
15463,6288623,1,1,21,US,0,99,Married,2
15464,6317469,3,2,12,US,0,99,Single,12
15465,6427190,3,2,11,US,0,99,Single,6
15466,6411185,3,2,12,US,0,99,Single,5
15467,6392670,7,2,28,US,0,99,Single,4
15468,6386979,1,2,41,US,2,10,Married,4
15469,6286686,2,2,28,US,0,99,Married,2
15470,6332316,3,2,27,UK,0,99,Single,6
15471,6425021,3,1,10,US,0,99,Single,4
15472,6299978,2,2,35,Germany,0,99,Married,2
15473,6309433,9,1,10,US,0,99,Single,7
15474,6262398,1,1,28,US,0,99,Married,4
15475,6217076,3,2,2,US,0,99,Single,6
15476,6470170,3,2,4,Others,0,99,Single,8
15477,6243995,2,2,40,Ireland,0,99,Married,2
15478,6447085,2,2,30,Others,1,3,Married,3
15479,6228339,1,2,49,US,2,19,Divorced/widowed,3
15480,6429416,2,2,35,US,0,99,Married,4
15481,6340665,4,1,21,US,0,99,Married,4
15482,6338984,1,2,48,Germany,6,21,Divorced/widowed,7
15483,6430554,3,2,4,US,0,99,Single,7
15484,6460223,3,2,1,US,0,99,Single,8
15485,6402962,3,2,2,US,0,99,Single,10
15486,6285340,3,2,5,US,0,99,Single,5
15487,6217527,1,1,34,US,0,99,Married,2
15488,6413860,7,1,33,Ireland,0,99,Single,4
15489,6287749,3,1,8,UK,0,99,Single,5
15490,6430157,1,1,33,Ireland,3,6,Married,8
15491,6291716,3,2,0,Others,0,99,Single,5
15492,6379355,3,1,0,US,0,99,Single,9
15493,6224566,3,1,32,US,0,99,Single,10
15494,6294696,1,1,40,US,6,15,Married,8
15495,6245022,3,1,3,US,0,99,Single,3
15496,6261867,1,1,50,US,0,99,Married,3
15497,6412866,2,2,48,Germany,3,22,Married,5
15498,6375003,1,1,44,Germany,6,17,Married,8
15499,6297621,3,1,4,US,0,99,Single,5
15500,6388607,3,2,1,US,0,99,Single,9
15501,6236776,3,2,1,US,0,99,Single,7
15502,6225860,1,1,36,Germany,3,11,Married,5
15503,6219582,2,2,27,Italy,0,99,Married,6
15504,6402106,1,1,39,US,3,10,Married,5
15505,6435129,1,1,70,Ireland,3,30,Married,5
15506,6222375,3,2,10,US,0,99,Single,8
15507,6293608,3,1,4,US,0,99,Single,8
15508,6356434,3,1,12,US,0,99,Single,5
15509,6419399,3,1,27,UK,0,99,Single,1
15510,6281404,10,1,18,Germany,0,99,Single,8
15511,6275837,3,1,8,US,0,99,Single,7
15512,6220372,3,2,15,US,0,99,Single,7
15513,6404601,10,1,14,US,0,99,Single,9
15514,6308284,1,1,16,US,0,99,Single,1
15515,6386705,3,1,11,US,0,99,Single,5
15516,6366462,2,2,24,US,3,6,Married,7
15517,6288512,5,2,75,Ireland,1,31,Divorced/widowed,5
15518,6273619,3,1,2,US,0,99,Single,9
15519,6334190,2,2,60,Ireland,4,23,Married,6
15520,6228491,1,1,30,Ireland,1,0,Married,3
15521,6341844,1,2,54,Germany,3,22,Divorced/widowed,4
15522,6459708,3,1,3,US,0,99,Single,12
15523,6222291,3,1,13,US,0,99,Single,8
15524,6404767,3,2,16,US,0,99,Single,6
15525,6363060,1,2,33,US,2,10,Married,3
15526,6333743,2,2,31,US,0,99,Married,3
15527,6216999,1,1,45,Italy,1,27,Married,4
15528,6337973,2,2,31,US,4,8,Married,6
15529,6403730,3,2,7,US,0,99,Single,5
15530,6211921,3,2,2,US,0,99,Single,7
15531,6229732,12,1,25,US,0,99,Single,3
15532,6319642,3,2,7,US,0,99,Single,7
15533,6292983,2,2,36,Ireland,5,10,Married,7
15534,6426506,3,2,8,US,0,99,Single,9
15535,6307384,3,2,16,US,0,99,Single,4
15536,6276014,3,1,5,US,0,99,Single,5
15537,6363085,3,1,18,US,0,99,Single,7
15538,6426527,2,2,35,Ireland,4,10,Married,8
15539,6359821,3,2,22,US,0,99,Single,7
15540,6284567,3,2,8,US,0,99,Single,5
15541,6219298,3,1,12,US,0,99,Single,8
15542,6401040,3,2,6,US,0,99,Single,7
15543,6387909,2,2,31,Ireland,1,4,Married,3
15544,6433273,3,1,13,US,0,99,Single,7
15545,6332800,1,1,48,US,0,99,Married,2
15546,6339453,2,2,49,Germany,3,24,Married,5
15547,6338678,3,2,31,Ireland,0,99,Single,6
15548,6221075,3,1,25,US,0,99,Single,9
15549,6238072,3,2,6,US,0,99,Single,7
15550,6248965,5,1,64,UK,1,34,Divorced/widowed,6
15551,6445722,3,2,9,US,0,99,Single,7
15552,6256257,2,2,33,Others,8,20,Married,10
15553,6377839,3,1,7,US,0,99,Single,4
15554,6399269,3,2,6,US,0,99,Single,7
15555,6263831,5,2,63,Germany,1,35,Divorced/widowed,5
15556,6322824,1,1,52,Others,3,24,Married,5
15557,6402090,1,1,34,Ireland,2,5,Married,4
15558,6263926,12,2,27,US,0,99,Single,1
15559,6224993,1,1,45,Ireland,2,5,Married,4
15560,6318359,4,1,30,US,1,2,Married,6
15561,6307874,3,1,23,US,0,99,Single,5
15562,6282659,3,2,33,US,1,14,Divorced/widowed,4
15563,6377425,3,1,19,US,0,99,Single,5
15564,6311250,1,1,55,US,2,22,Married,4
15565,6239433,1,1,35,Ireland,2,11,Married,4
15566,6345697,3,1,25,Others,0,99,Single,9
15567,6208282,2,2,30,Ireland,2,9,Married,5
15568,6396024,1,2,35,Ireland,0,99,Married,1
15569,6321703,3,1,7,US,0,99,Single,3
15570,6318518,1,1,55,Ireland,5,22,Married,7
15571,6360431,1,1,47,Germany,7,26,Married,10
15572,6316635,10,2,30,US,0,99,Single,4
15573,6304001,3,2,17,US,0,99,Single,8
15574,6262843,3,2,14,US,0,99,Single,9
15575,6393698,1,2,42,Ireland,2,17,Divorced/widowed,5
15576,6270945,1,1,30,Germany,0,99,Married,2
15577,6211349,1,2,68,Ireland,0,99,Divorced/widowed,1
15578,6227811,12,2,30,Ireland,0,99,Single,1
15579,6198393,12,2,54,Ireland,1,33,Single,3
15580,6360804,1,1,28,Germany,1,0,Married,3
15581,6238073,1,1,45,US,3,15,Married,6
15582,6359643,3,2,30,Ireland,0,99,Single,4
15583,6376183,2,2,50,Ireland,0,99,Married,2
15584,6351670,3,2,3,US,0,99,Single,4
15585,6393903,3,2,17,US,0,99,Single,4
15586,6198975,3,1,1,US,0,99,Single,4
15587,6256521,12,1,19,Germany,0,99,Single,1
15588,6271188,2,2,28,US,0,99,Married,2
15589,6473903,1,1,27,Germany,3,7,Married,6
15590,6393304,10,1,0,US,0,99,Single,4
15591,6232124,1,1,44,Ireland,3,7,Married,6
15592,6470802,2,2,43,Germany,0,99,Married,2
15593,6306113,3,2,2,US,0,99,Single,7
15594,6209141,3,1,6,US,0,99,Single,6
15595,6380221,3,2,15,US,0,99,Single,3
15596,6337344,6,2,67,US,1,28,Divorced/widowed,7
15597,6205328,12,2,33,Ireland,0,99,Single,1
15598,6400195,3,2,4,US,0,99,Single,6
15599,6286862,2,2,22,US,1,0,Married,3
15600,6291656,3,1,0,US,0,99,Single,6
15601,6325750,3,2,6,US,0,99,Single,5
15602,6298249,1,1,31,Others,2,2,Married,4
15603,6230769,3,2,30,Germany,0,99,Single,8
15604,6472614,3,1,6,US,0,99,Single,6
15605,6304456,3,1,9,US,0,99,Single,6
15606,6228546,3,2,23,US,0,99,Married,7
15607,6235744,3,1,29,Ireland,0,99,Single,9
15608,6427801,3,2,8,US,0,99,Single,6
15609,6351923,3,1,0,US,0,99,Single,5
15610,6417874,1,1,22,US,1,0,Married,4
15611,6454800,1,2,67,Ireland,1,30,Divorced/widowed,2
15612,6400022,7,1,32,Ireland,0,99,Single,10
15613,6333520,12,2,13,Others,0,99,Single,1
15614,6294360,3,1,21,US,0,99,Single,7
15615,6330143,3,2,4,US,0,99,Single,3
15616,6198756,3,1,13,US,0,99,Single,7
15617,6292641,7,2,48,US,0,99,Single,8
15618,6426905,1,1,41,Ireland,1,4,Married,3
15619,6435320,3,1,18,US,0,99,Single,6
15620,6466011,3,1,17,US,0,99,Single,9
15621,6263472,2,2,35,US,5,22,Married,7
15622,6383106,3,2,14,US,0,99,Single,5
15623,6415378,1,1,46,UK,1,14,Married,3
15624,6417350,3,1,6,US,0,99,Single,5
15625,6250549,3,1,10,US,0,99,Single,10
15626,6309669,3,2,33,Ireland,0,99,Single,6
15627,6310223,10,2,8,US,0,99,Single,10
15628,6450678,3,2,6,US,0,99,Single,3
15629,6364655,10,1,11,US,0,99,Single,6
15630,6379503,3,2,5,US,0,99,Single,6
15631,6327481,2,2,22,Germany,1,0,Married,4
15632,6274069,3,2,13,US,0,99,Single,7
15633,6403605,3,2,23,US,0,99,Married,8
15634,6393313,2,2,50,Others,2,26,Married,4
15635,6471218,3,2,20,US,0,99,Single,6
15636,6329347,3,2,18,US,0,99,Single,5
15637,6337921,3,1,14,US,0,99,Single,6
15638,6299324,1,1,28,Italy,1,0,Married,3
15639,6386309,3,2,12,US,0,99,Single,4
15640,6405471,3,2,20,Germany,1,0,Married,4
15641,6473813,1,2,50,Ireland,0,99,Divorced/widowed,1
15642,6256558,3,1,6,US,0,99,Single,5
15643,6354144,3,1,24,US,0,99,Single,3
15644,6391947,1,2,83,Ireland,1,23,Divorced/widowed,2
15645,6433696,8,2,35,Ireland,0,99,Single,9
15646,6430098,3,1,6,US,0,99,Single,8
15647,6350469,3,2,10,US,0,99,Single,7
15648,6229937,12,2,37,US,5,16,Married,7
15649,6459242,3,1,2,US,0,99,Single,4
15650,6379991,2,2,27,Others,1,5,Married,3
15651,6293200,7,1,40,US,0,99,Single,9
15652,6454617,3,2,17,US,0,99,Single,10
15653,6222321,3,2,24,US,0,99,Single,5
15654,6475490,3,2,15,US,0,99,Single,6
15655,6252357,3,1,7,US,0,99,Single,8
15656,6397842,3,2,15,US,0,99,Single,9
15657,6258930,12,1,22,Germany,0,99,Married,1
15658,6431427,1,1,10,US,0,99,Single,1
15659,6426506,3,1,13,US,0,99,Single,9
15660,6306119,3,1,11,US,0,99,Single,11
15661,6474083,3,1,8,US,0,99,Single,13
15662,6391651,1,1,54,UK,3,11,Married,5
15663,6333744,1,1,27,UK,2,6,Married,4
15664,6393410,1,1,30,Ireland,3,9,Married,5
15665,6239495,1,2,48,Ireland,1,23,Divorced/widowed,2
15666,6377446,3,2,26,US,1,9,Divorced/widowed,6
15667,6243556,1,1,30,Ireland,0,99,Married,2
15668,6265283,12,1,30,US,0,99,Married,2
15669,6326915,1,1,33,Ireland,0,99,Married,2
15670,6240393,8,1,28,Germany,0,99,Single,4
15671,6390462,3,1,2,US,0,99,Single,4
15672,6366191,1,1,45,Ireland,0,99,Married,2
15673,6351712,3,1,9,US,0,99,Single,5
15674,6289458,1,1,40,Ireland,3,8,Married,5
15675,6262034,3,2,17,US,0,99,Single,5
15676,6327641,3,1,0,US,0,99,Single,9
15677,6359809,1,2,28,Ireland,0,99,Single,1
15678,6402481,3,2,19,US,0,99,Single,4
15679,6294402,3,1,1,US,0,99,Single,6
15680,6222322,1,1,51,Germany,3,14,Married,5
15681,6341850,3,2,22,US,0,99,Single,8
15682,6283920,1,2,48,Germany,2,17,Divorced/widowed,3
15683,6308072,3,1,3,US,0,99,Single,5
15684,6210912,2,2,22,US,2,2,Married,8
15685,6460325,3,2,12,US,0,99,Single,10
15686,6389775,1,1,32,US,3,5,Married,5
15687,6435167,3,1,34,US,0,99,Single,7
15688,6446192,8,2,35,US,0,99,Married,4
15689,6401966,2,2,49,US,1,23,Married,3
15690,6280818,12,1,28,Germany,0,99,Single,1
15691,6266488,10,2,18,UK,0,99,Single,12
15692,6462793,11,2,22,US,2,4,Married,3
15693,6414432,10,2,22,Ireland,0,99,Single,3
15694,6217009,4,1,22,Italy,0,99,Single,5
15695,6375520,2,2,40,Germany,3,17,Married,5
15696,6270048,1,1,25,US,2,2,Married,4
15697,6376365,2,2,42,Ireland,1,7,Married,3
15698,6203964,8,2,21,US,0,99,Single,8
15699,6381507,2,2,22,US,0,99,Married,2
15700,6391261,3,2,18,UK,0,99,Single,6
15701,6288221,3,2,17,US,0,99,Single,3
15702,6204654,12,1,20,US,0,99,Single,1
15703,6235004,1,2,63,Ireland,0,99,Divorced/widowed,2
15704,6436358,2,2,46,Ireland,1,18,Married,3
15705,6470931,3,2,6,US,0,99,Single,8
15706,6351437,3,1,8,US,0,99,Single,6
15707,6440583,3,2,8,US,0,99,Single,6
15708,6357079,3,2,15,US,0,99,Single,6
15709,6213610,12,1,16,US,0,99,Single,1
15710,6276914,3,2,8,US,0,99,Single,5
15711,6230738,3,2,20,UK,0,99,Single,2
15712,6343168,3,1,18,US,0,99,Single,5
15713,6290184,3,2,8,US,0,99,Single,6
15714,6446043,1,1,66,UK,3,24,Married,5
15715,6401085,1,1,29,US,2,5,Married,4
15716,6323981,1,2,45,Germany,6,23,Divorced/widowed,7
15717,6338375,3,1,7,US,0,99,Single,7
15718,6428031,12,1,27,US,0,99,Married,2
15719,6452419,3,1,0,US,0,99,Single,5
15720,6209124,7,1,18,US,0,99,Single,6
15721,6265503,1,1,41,Ireland,2,9,Married,5
15722,6455415,1,1,49,Germany,2,14,Married,5
15723,6298899,1,1,35,Germany,3,5,Married,5
15724,6375365,3,2,11,US,0,99,Single,7
15725,6399107,3,2,12,US,0,99,Single,6
15726,6335486,3,2,6,US,0,99,Single,6
15727,6253399,1,1,30,Ireland,2,4,Married,4
15728,6377412,3,2,10,US,0,99,Single,6
15729,6317798,3,1,22,US,0,99,Married,6
15730,6401887,1,2,27,Ireland,0,99,Single,1
15731,6328861,3,2,7,US,0,99,Single,11
15732,6461802,12,2,30,Ireland,0,99,Single,1
15733,6277184,3,1,10,US,0,99,Single,5
15734,6351719,1,1,36,Ireland,2,2,Married,5
15735,6275812,2,2,35,Germany,6,15,Married,8
15736,6231403,12,2,20,Others,0,99,Single,1
15737,6299804,3,2,6,US,0,99,Single,8
15738,6220067,2,2,48,Ireland,1,11,Married,3
15739,6338930,2,2,52,Others,2,17,Married,4
15740,6240951,2,2,38,Ireland,0,99,Married,2
15741,6444041,2,2,37,Ireland,4,19,Married,6
15742,6328436,3,2,3,US,0,99,Single,6
15743,6263947,3,2,19,US,0,99,Single,7
15744,6401100,3,2,3,US,0,99,Single,4
15745,6300638,3,1,16,US,0,99,Single,7
15746,6328489,1,1,22,US,1,1,Married,3
15747,6389280,9,1,9,US,0,99,Single,4
15748,6385651,12,2,35,UK,0,99,Single,1
15749,6323234,3,2,7,Others,0,99,Single,8
15750,6293841,3,2,7,US,0,99,Single,4
15751,6387080,1,1,50,Italy,1,18,Married,3
15752,6399686,1,1,52,Germany,6,19,Married,8
15753,6468396,3,1,3,US,0,99,Single,5
15754,6222147,3,1,2,US,0,99,Single,6
15755,6400426,3,2,1,US,0,99,Single,6
